dz_id|dz_name|dz_location|dz_ident|lat|sin_lat_rad|cos_lat_rad|lon|sin_lon_rad|cos_lon_rad|dz_address|dz_phone|dz_email|dz_url
614|A.S. FlyGang -Moli D-Zone-|Molinella Airport||||||||molinella,  Molinella (Bologna), Italy|+39-348-4065874|flygang@libero.it|http://www.flygang.com
615|North Texas Skydiving Center|Caddo Mills|7F3|33.036|0.54516587973193|0.838328195622759|-96.243|-0.994069631401406|-0.108745427147413|Address,  City, Texas, United States|972.495.8002 (fax)|Skydivecowtown@yahoo.com|http://northtexasskydiving.com
616|Pacific Airsports|Campbell River||50.022|0.766291199366059|0.642493422358648|-125.266|-0.816480353980828|-0.577373216873923|489 Ponderosa Place,  Campbell River, British Columbia,  V9W6Z2, Canada|(250)923-2424|info@pacificairsports.com|http://pacificairsports.com/
617|Skydive Big Sky|Big Bend Airport||52.082|0.788891062510943|0.614533067857504|-114.017|-0.91342473624127|-0.407007679562151|box,  Red Deer, Ab, Alberta,  T4E 1B4, Canada|(403) 505-5867|darrenstrocher@hotmail.com|http://skydivebigsky.ca
618|Paracaidismo Galicia - Paraclub Galsur|Braga|LPBR|41.588|0.663769579626023|0.747937126477281|-8.441|-0.146790899535995|0.989167544864576|Vigo,  (Pontevedra), Spain|+34620423053|paraclubgalsur@hotmail.com|http://www.paracaidismogalicia.com
619|BLUE REBELS skydiving school|Montana - Erden||||||||Athens,  Athens,  16346, Greece|+30 6944 256655|giannis_freefall@yahoo.com|http://www.skydive-greece.gr
620|Skydive Venezuela|aeropuerto de higuerote||||||||100 km from caracas,  higuerote, Venezuela|+58 416 614 2209|giantri@gmail.com|http://www.skydivevenezuela.com
621|Aeroklub Letisko Prievidza|Prievidza|LZPE|48.769|0.7520584134885|0.659096459329862|18.592|0.318826972754953|0.947812935891842|Letiskova 8,  Prievidza,  97103, Slovak Republic|00421903544297|info@zoskok.sk|http://www.zoskok.sk
622|Horovice|Horovice|LKHV|49.834|0.764178916433789|0.645004328418097|13.884|0.239956957934738|0.970783528052834|Letiste Horovice,  Tlustice,  120 00, Czech Republic|+420 777 150 035|obelix@funjump.cz|http://www.funjump.cz/
623|NIMBUS paracaidismo deportivo|El Boco|SCQL|-32.851|-0.54245619897904|0.840084086380175|-71.246|-0.946907686479451|0.321505572713964|Aerodromo El Boco,  Quillota, Chile|562-3247037|webmaster@paracaidismoelboco.cl|http://www.paracaidismoelboco.cl
624|Fallschirmsport Damme|Damme|EDWC|52.488|0.793225824196437|0.608927575190911|8.184|0.142352530482458|0.989816021826906|Flugplatz 8,  Damme,  49401, Germany|+495491996010|info@fallschirmsport-damme.de|http://fallschirmsport-damme.de/
625|Skydive Klaipeda|KLAIPEDA|EYKL|55.716|0.826255628442891|0.563295336805164|21.244|0.36234043666075|0.932045818595039|Dirvupiu km., Klaipeda raj., LITHUANIA,  Klaipeda, Lithuania|+ 370 652 02526|aras@skydiving.lt|http://www.skydiving.lt
626|Skydive Harbor Springs|Harbor Springs Municipal Airport||||||||Quick Road,  Harbor Springs, Michigan,  49740, United States|231-330-DIVE|skydiveh@hotmail.com|http://www.skydiveharborsprings.com
627|Kolin|Kolin|LKKO|50.173|0.767981793710418|0.640471673479265|15.177|0.261801775077558|0.965121666198744|Letiste,  Kolin,  280 00, Czech Republic|+420 777 09 06 80|marketa@czech-skydive.com|http://www.paraklub-olymp.czhttp://www.czech-skydive.com
628|Sky-Fun / Skydive-Binz|Dahlemer-Binz|EDKV|50.407|0.770591113056624|0.637329849040631|6.527|0.113671410887671|0.99351839960154|Venloer Str.517-519,  Cologne,  50825, Germany|0049-2158-800400|anfrage@sky-fun.de|http://www.sky-fun.de
629|Pegasus Skydiving|Red Hills Airport||-65.76|-0.911833713652576|0.410559713862128|42.65|0.67751807775511|0.7355061211948|1220 County Rd. 1346,  Chickasha, Oklahoma,  73018, United States|405-222-1445|jloirsdaan@hotmail.com|http://www.pegasusairsports.com
630|Melbourne Skydive Centre|Barwon Heads Airport||-38.259|-0.619217298966601|0.785219674142534|144.426|0.581753936812973|-0.813364836345048|Great Ocean Road,  Barwon Heads, Victoria,  3227, Australia|1300 73 44 71|sales@melbourneskydivecentre.com.au|http://www.melbourneskydivecentre.com.au
631|Vegas Extreme Skydiving ( Las Vegas )|jean||||||||23600 South Las Vegas Blvd,  Las Vegas, Nevada,  89145, United States|702 303 3914|marketing@vegasextremeskydiving.com|http://www.vegasextremeskydiving.com
632|Skydive Wildwood|Wildwood Beach, Wildwood, NJ|WWD|||||||Wildwood Beach,  Wildwood, NJ, New Jersey, United States|856-629-7553|skydive@freefalladventures.com|http://www.skydivewildwood.com
633|APS|Istomino||||||||Istomino,  N Novgorod, Russia|omut_vdv@mail.ru|omut_vdv@mail.ru|http://www.apsnn.ru
634|Mergulho no Céu Pára-quedismo|Juscelino Kubicheki||||||||Avenida Francisco Valois, Setor Industrial Aeroporto,  Anápolis - GO,  75.000-000, Brazil|55-62-8404-3690|helio@mergulhonoceu.com.br|http://www.mergulhonoceu.com.br
635|Ecole de Parachutisme Nord Franche-Comté|Courcelles lès Montbéliard||||||||rue de l'aérodrome,  Courcelles lès Montbéliard,  25420, France|+33 81 90 21 06|epnfc@wanadoo.fr|http://perso.wanadoo.fr/para-epnfc
636|TAA - Tobati Aerial Adventure|TAA||||||||Tobati, km 70 ruta Patinio,  Tobati,  1111, Paraguay|595 991 715 955|saimco@highway.com.py|
637|Freefall Addicts|Aerodromo La Juliana||90.0|1.0|6.12323399573677e-17|154.0|0.438371146789078|-0.898794046299167|Aerodromo La Juliana,  Sevilla, Spain|0034 687 726303|ffaddicts@gmail.com|http://www.freefalladdicts.com
638|DZ Chayka|Chayka||||||||"Sport Complex ""Chayka"",  Kiev,  02175, Ukraine"|38 044 424 8293|chaykasky@ukr.net|http://dropzone.kiev.ua
639|Skydive Nowra|NOWRA|YSNW|-24.527|-0.415122005742259|0.90976575026131|92.109|0.999322625469656|-0.0368006823908577|PO Box  A32,  NOWRA HILL, New South Wales,  2540, Australia|+61419446904|jaeger@shoalhaven.net.au|http://www.skydivenowra.com
640|Abeille-Parachutisme|Le Havre-Octeville|LFOH|49.53|0.760745911552609|0.649049811690897|0.09|0.00157079568083088|0.999998766299704|Aéroport Le Havre-Octeville,  Le Havre,  76600, France|02 31 89 77 66|abeilleparachutisme@yahoo.fr|http://www.abeille-parachutisme.com/
641|Bautzen-Litten|Bautzen-Litten||||||||Schulberg 3,  Ottendorf-Okrilla/OT Hermsdorf,  01458, Germany|049-35205-717 52|info@fallschirmsportclub-dresden.de|http://www.fallschirmsportclub-dresden.de/
642|Weisse Moewe Wels|WELS|LOLW|||||||Flugplatzstrasse 1,  WELS,  A-4600, Austria|+43-664-3445879|wmw@aon.at|http://skydive-wels.at
643|Águias de Ouro|Aeroclube de Juiz de Fora||||||||Aeroclube de Juiz de Fora,  Juiz de Fora, Brazil|+55-32-3233-0181|aguiasdeouro@yahoo.com.br|http://paraclubeaguiasdeouro.com.br
644|Aero Club Latina|G. Comani||||||||Aeroporto G. Comani,  Latina, Italy|+39 0773 631683|daniele.camponeschi@gmail.com|
645|Queda Livre|Boituva||||||||Centro Nacional de Para-quedismo KM 116 Castelo Branco - SP,  Boituva, Brazil|(55-11) 97545955|alexpug@hotmail.com|http://www.quedalivrepqd.com.br/
646|The Parachute School - Skydive Euroa|Euroa||-36.743|-0.598226704485301|0.80132690585095|145.513|0.56621923404628|-0.82425468090636|55 Airstrip Road,  Euroa, Victoria,  3094, Australia|+ 61 3 9432 2419|tps@skydivingassoc.com.au|http://www.skydivingassoc.com.au
647|DZ Menzelinsk|Menzelinsk||||||||Airport, Zapadnaya Str., Menzelinsk, Tatarstan, Russia,  Menzelinsk, Russia|+7 85555 33184, +7 912 85 34 006|skyjump@rambler.ru|http://www.skyjump.ru/
648|Hillman Farm Skydivers|||||||||Darkan,  Perth  W.A, Western Australia, Australia|hecy68@yahoo.com.au|hecy68@yahoo.com.au|
649|Skydive Amazonas|Aeroclube de Flores||||||||Av Nilton Lins, 300,  Manaus,  69.400-00, Brazil|092 9975 4509 - 92 8432 3826 - 92 8432 3|aurimn@hotmail.com-alisson_skt3@hotmail.com|http://www.skydiveam.com.br
650|Vertical Fly Sicilia|Oasi Dei Re||||||||Marina Di Modica,  Ragusa (Sicily), Italy|+39.3338599151|gaetano@verticalfly.it|http://www.verticalfly.it
651|Minnesota Skydivers Club|waseca|ACQ|||||||waseca airport,  waseca MN, Minnesota,  56093, United States|612.703.1624|pulsjet@hotmail.com|http://mnskydive.com
652|Skydive Hoexter|Hoexter Holzminden|EDVI|||||||Raueschenbergstraße 100,  Hoexter,  37671, Germany|info@skydive-hoexter.de|info@skydive-hoexter.de|http://www.skydive-hoexter.de
653|Fallschirmsport Ganderkesee|||||||||Flugplatz Ganderkesee,  Ganderkesee, Germany|info@skydive-ganderkesee.de|info@skydive-ganderkesee.de|http://skydive-ganderkesee.de
654|Smålands fallskärmsklubb|Feringe Flygplats|ESMG|56.953|0.838223515838276|0.545326817143372|13.919|0.24054993103823|0.970636765570676|Box 2006,  Värnamo,  331 02, Sweden|+46 (372) 70 088|info@frifall.nu|http://www.frifall.nu
655|Burgheim|Burgheim||||||||Illdorfer Str.,  Burgheim,  86444, Germany|info@lsg-burgheim.de|info@lsg-burgheim.de|http://www.lsg-burgheim.de
656|South Cerney|South Cerney||||||||Duke of Gloucester Barracks,  Cirencester,  GL7 5RD, United Kingdom|(01285) 868259|info@silverstars.org.uk|http://www.silverstars.org.uk/
657|Boston Hartford|Airport|213|41.82|0.666792649850469|0.745243290547046|-71.9|-0.950515731627784|0.310676429630732|4,  Danielson, Connecticut,  06239, United States|1800skydive||http://1800Skydive
658|Skydive Joburg|Carletonville Airfield||21.0|0.3583679495453|0.933580426497202|-21.0|-0.3583679495453|0.933580426497202|Carletonville,  Johannesburg, South Africa|pss@iburst.co.za|pss@iburst.co.za|http://www.skydivejoburg.co.za
659|Blue Emotions|||||||||Av. Timor Lorosae,  Arruda dos Vinhos, Portugal|rplacido@blue-emotions.pt|rplacido@blue-emotions.pt|http://Blue-Emotions.pt
660|3F - Fortaleza Free Fall|Pinto martins|sbfz|||||||TAG Fortaleza - Terminal de Aviacao Geral. aeroporto velho,  Fortaleza,  60000, Brazil|+55 85 9602 5922|adilsonjuliao@terra.com.br|
661|Air Libre Parachutisme|Aérodrome de Dieppe||||||||Aérodrome de Dieppe, 76550 Saint Aubin sur Scie,  Dieppe, Normandy,  76550, France|+33 2 35 82 38 68|infos@airlibre-parachutisme.com|http://www.airlibre-parachutisme.com
662|Aero Fallschirmsport GmbH Kassel|||||||||Flugplatz Kassel-Calden,  Kassel, Germany|05674-99930|info@skydive.de|http://www.skydive.de
663|accademia di paracadutismo|Aeroporto di Casale Monferrato||||||||s.s. per Alessandria,  Casale Monferrato,  15033, Italy|+39 333 6945488|lucamarchioro@hotmail.com|http://www.accademiadiparacadutismo.it
664|Skydive Montana|Ronan City Airport||47.591|0.738349412344635|0.67441837555803|-113.95|-0.913900054425756|-0.405939269498038|6705 Driftwood Lane,  Missoula, Montana,  59803, United States|406-251-4338|skydivemt@msn.com|http://skydivemt.com
665|Skydive Vic Falls|Livingstone International Airport|FLLI|||||||Livingstone Airport,  Livingstone, Zambia|+263 11 601340|gary@skydivevicfalls.com|http://www.skydivevicfalls.com
666|Victoria Skydiving Adventures|Victoria International Airport|CYYJ|48.642|0.75059563496895|0.66076182756388|-123.418|-0.834674883443262|-0.550742988106955|Victoria International Airport,  Victoria, British Columbia, Canada|(250) 655-4434|victoria-skydiving-adventures@shaw.ca|http://victoriaskydiving.com/
667|Skydive Ostsee|Rerik-Zweedorf|EDCR|||||||Am Flugplatz 1,  Zweedorf,  18230, Germany|+49 (38294) 15455|jan.auermann@skydive-ostsee.de|http://www.skydive-ostsee.de
668|Big Daddy Skydive Adventures|Cromwell Racecourse|NZCS|-45.049|-0.707711248261948|0.706501796942878|169.171|0.187878470817562|-0.98219228270398|Ripponvale Road,  Cromwell, New Zealand|0064 3445 4634|info@bigdaddy.co.nz|http://www.bigdaddy.co.nz
669|Brazil SkyDive Thru|Boituva||||||||Castelo Branco 116km,  Boituva,  05518000, Brazil|5511 91169133|chacon@skydivethru.com.br|http://www.skydivethru.com.br
670|Para 71 Chalon/Soane|Chalon Champforgeuil|LFLH|||||||Aerodrome Champforgeuil,  Chalon Sur Soane, France|jaloic@wanadoo.fr|jaloic@wanadoo.fr|http://www.parachutisme71.com/
671|A'air Parachutisme Granville|Granville - Bréville sur mer|LFRF|48.881|0.753345356985379|0.657625100728806|-1.565|-0.0273110064809481|0.999626984892364|Aérodrome de Granville,  Bréville sur mer,  50290, France|0682780433|contact@aair-parachutisme.fr|http://www.aair-parachutisme.fr
672|Skydive Imperial|Stoker Field||||||||3390 Dogwood Road,  Imperial, California,  92551, United States|760-344-6876|info@skydiveimperial.com|http://www.skydiveimperial.com
673|Cornish Parachute Club|Perranporth Airfield|EGTP|50.331|0.76974504906276|0.638351438819847|-5.178|-0.0902501813680249|0.995919125613641|Perranporth Airfield, Higher Tevellas,  St Agnes, Cornwall,  TR5 0XS, United Kingdom|01872 553352|Cornishparachuteclub@hotmail.co.uk|http://www.Cornishparachuteclub.co.uk
674|Go Vertical Rio de Janeiro|Aeroporto de Jacarépaguá||||||||Av. Ayton Senna,  Rio de Janeiro,  22783.000, Brazil|21 2257-3247|danielsguerra@hotmail.com|http://www.govertical.com.br
675|Espacetandem|Colombier-Neuchâtel|LSGN|||||||14, Plaines d'Areuse, CP 158,  Colombier,  2013, Switzerland|+41 32 485 11 66|info@espacetandem.ch|http://www.espacetandem.ch
676|Berntandem|Bern Airport|LSZB|||||||PowerMedia, Allmendstr. 2,  Bern,  3014, Switzerland|+41 31 311 20 72|info@berntandem.ch|http://www.berntandem.ch
677|Tennessee Skydiving, LLC|Tullahoma Regional Airport|KTHA|35.381|0.579010833883419|0.815319847817792|-86.24|-0.997847493040939|0.0655772874699216|311 Airport Rd,  Tullahoma, Tennessee,  37388, United States|931-455-4574|mikemullins@skydivekingair.com|http://www.tennskydive.com
678|Swissboogie|Biel-Bienne Kappelen|LSZP|||||||Administration,  La Heutte,  2604, Switzerland|032  485 11 11|info@swissboogie.ch|http://www.swissboogie.ch
679|Skydive Jacksonville|Herlong Airport|KHEG|30.278|0.50419606653838|0.863589211655186|-81.806|-0.989791161547717|0.142525283799127|9003 Normandy Blvd,  Jacksonville, Florida,  32223, United States|1-888-JUMP-JAX|info@skydivejacksonville.com|http://www.skydivejacksonville.com
680|skydiveixtapa|international airport, ixtapa zihutanejo|zih|17.657|0.303318010952476|0.952889387196559|-101.609|-0.979543652268455|-0.201231789985021|ixtapa zhuatanejo mexico,  zihuatanejo,  40880, Mexico|011 52 7555530257|skydiveixtapa@dropzone.com|http://www.jumpixtapa.com.mx
681|Bloemfontein Parachute Club|Tempe Airfield||-29.022|-0.485145414358206|0.874433489138656|26.1|0.439939169855915|0.898027575760616|PO Box12921,  Brandhof,  9324, South Africa|0726916193|chris@skydivecentral.co.za|http://www.skydivecentral.co.za
682|Lens Parachutisme|Lens-Benifontaine|LFQL|50.464|0.771224771368647|0.63656292071356|2.82|0.0491984159261495|0.998789024704596|Aérodrome Lens Benifontaine BP34,  Loos en Gohelle,  62750, France|+33 321421550|opynthe@parachutisme-nord.com|http://www.lens-parachutisme.com
683|Dunkerque|Dunkerque|LFAK|51.041|0.777596094672958|0.628764115984177|2.551|0.0445086406913637|0.99900899941082|Aerodrome des Moeres,  Les Moeres,  59122, France|+33 615021710|opynthe@parachutisme-nord.com|http://www.parachutisme-nord.com
684|DZ Kikinda|Drakslerov salas||||||||P.fax 70,  Kikinda,  23300, Serbia|+381- 230 - 424-881|skydarko@yahoo.com|http://www.aeroklubkikinda.org.yu
685|Skydive Leipzig|Roitzschjora|EDAW|51.576|0.783433202806391|0.621475998523291|12.49|0.216269214844421|0.976333768088853|LSC Leipzig / Flugplatz Roitzschjora,  Roitzschjora (near Leipzig),  04509, Germany|ahoehne@skydive-leipzig.de|ahoehne@skydive-leipzig.de|http://www.skydive-leipzig.de
686|V.Tarasovka|V.Tarasovka||||||||Lugansk,  Lugansk, Ukraine|sky_admin@bk.ru|sky_admin@bk.ru|http://skydiving.lugansk.ua/index.php?pid=42
687|SKYDIVE BUTUAN (CSPCI - CARAGA SKYDIVING GROUP)|Bancasi Airport||8.948|0.155538003233492|0.987829909220276|125.482|0.814297911392286|-0.580447165125441|561 Casa Rivera/Bancasi Airport,  Butuan City,  8600, Philippines|+63(926)213-1640|sandman_surigao@yahoo.com|http://www.skydivebutuan.synthasite.com
688|Agoi|Agoi||||||||Sochi Agoi,  Tuapse, Russia|81078616767251|agoiavia@yandex.ru|http://www.agoiavia.narod.ru
689|Antalya|Antalya|LTAI|||||||Manavgat,  Antalya, Turkey|cenap.k@efesair.com|cenap.k@efesair.com|http://www.efesair.com
690|DZEPHESUS/DZEFES|Selçuk/Efes|LTFB|37.949|0.614959809029185|0.788558452670941|27.336|0.45920779858778|0.888328879253717|Selçuk Hava Alaný,  Ýzmir,  35100, Turkey|+905055452193|info@skydiveefes.com|http://www.skydiveefes.com
691|Sky Dream Center|Cumiana||44.58|0.70190446624535|0.712271100259466|7.22|0.125679539283442|0.992070891320526|Strada Galassa, 11,  Cumiana, Torino,  10040, Italy|+39 335 1241694|roberto@skydreamcenter.it|http://www.skydreamcenter.it
692|Compact  Skydive|Spišská Nová Ves||||||||Letecká 37,  Spišská Nová Ves,  052 01, Slovak Republic|+421 905 858 960|compact@compact.sk|http://www.compact.sk
693|KaposDZ|Kaposújlak|LHKV|46.39|0.724051489092068|0.689745925064846|17.736|0.30463157573456|0.952470263612192|Kaposújlak,  Kaposújlak, Hungary|+36 302104871|vgab007@gmail.com|http://www.kaposdz.hu
694|Jelgava|Jelgava||56.67|0.835519779135462|0.549460370430324|23.69|0.401787957263846|0.915732732514103|...,  Jelgava, Latvia|+37126460461|darklow@flash.lv|http://www.freefly.lv/
695|Winter Sun Skydiving|Redlands Airfield||||||||Hill View, Bell Lane,  London,  WC2 2AB, United Kingdom|+44 (0)1580 291210|stuart@wsskydiving.co.uk|http://www.wsskydiving.co.uk
696|Skydive In Rio|Jacarepagua||||||||Av. Ayrton Senna 2451,  Rio de Janeiro,  22775-001, Brazil|55 21 8112 4320|info@skydiveinrio.com|http://www.skydiveinrio.com
697|Tandemhopp Fallskjermsenter|Tandemhopp Fallskjermsenter||||||||Oslo,  Oslo, Norway|+47 92608909|post@tandemhopp.no|http://www.tandemhopp.no/
698|midtjysk faldskaermsklub|Viborg Airport||56.412|0.833037124496289|0.553217090490662|9.41|0.163498149078437|0.98654364082281|vedsøvej 10,  viborg,  8800, Denmark|24632015|bestyrelsen@mfkviborg.dk|http://www.mfkviborg.dk
699|Aeroklub Wroclaw|Szymanow||||||||Lotnicza,  Szymanow, Poland|0048603261496|zmatczuk@op.pl|http://www.skydive.hg.pl
700|Paragon Skydiving Club|Errol Airfield||90.0|1.0|6.12323399573677e-17|98.0|0.99026806874157|-0.139173100960065|Errol Airfield,  Grange,  PH2 7TB, United Kingdom|01821 642 454|billy.gollan@paragonskydiving.co.uk|http://www.paragonskydiving.co.uk/
701|Skydive Ballistic Blondes - Whangerei, New Zealand|Whangarei|NZWR|-35.772|-0.584561244598796|0.81134958637637|174.359|0.0982950445064952|-0.995157316320121|Gloyn Road, Onerahi,  Whangarei,  0110, New Zealand|0800 NZJUMP/021 519 577|info@skydiveballisticblondes.co.nz|http://www.skydiveballisticblondes.co.nz
702|Brasil Paraquedismo|CNP||||||||CNP - Centro nascional de pára-quedismo,  Boituva, Brazil|5511-83541050|adriano@brasilparaquedismo.com.br|http://www.brasilparaquedismo.com.br
703|Carolina Skydiving/Adrenaline Air Sports|Swan Creek Airport||36.202|0.590633835488862|0.806939695625216|-80.868|-0.987325320625993|0.158709518463069|3133 Swan Creek Rd,  Jonesville, North Carolina,  28642, United States|336-526-5867|info@carolinaskydiving.com|http://www.carolinaskydiving.com
704|DZ Istomino|Istomino||56.316|0.832109031483246|0.554612080398556|43.787|0.691979393854854|0.721917251823413|Nizhegorodsky state, Istomino village,  Nizhny Novgorod, Russia|+7 908 762 96 11|fariz2000@yandex.ru|http://www.skydivenn.ru
705|YUU Skydive Fallschirmsport|Itzehoe|EDHF|53.99|0.808914394173963|0.587926443441839|9.572|0.166286878258183|0.986077417913598|Towerstrasse,  Hohenlockstedt,  25551, Germany|049 4826 - 376943|achmed@fantasyflyer.com|http://www.yuu-skydive.de
706|Rio de Janeiro|Jacarepaguá||||||||Barra da Tijuca,  Rio de Janeiro,  20.000-000, Brazil|55 21 81124320|info@paraquedasrj.com.br|http://www.paraquedasrj.com.br
707|Skydive Blauwestad|Oostwold - Oldambt|EHOW|53.208|0.800815002615856|0.598911789486036|7.041|0.1225795632735|0.992458689652964|Polderweg,  Oostwold,  9682 XS, Netherlands|+31-6.22.24.85.80|info@skydiveblauwestad.nl|http://www.skydiveblauwestad.nl
708|The Jumping Place|St.Mary's|4J6|30.75|0.511293086077052|0.859406411501453|-81.56|-0.989170106698426|0.146773635283127|203 N Dandy rd.,  St.Mary's, Georgia,  31558, United States|912-322-7282|thejumpingplace@gmail.com|http://www.JumpJax.com
709|The Swoop Farm - Pimpama|Pimpama Airfield||||||||484 Pimpama Jacobs Well Rd,  Pimpama, Queensland,  4210, Australia|61 7 55462877|jump@skydivesqueensland.com.au|http://www.skydivequeensland.com.au
710|Walkerbay Skydiving|Heidehof Airfield||-34.63|-0.568274660389332|0.822838933424634|19.476|0.333411977216052|0.94278123308055|P.O.Box 283,  Gansbaai,  7220, South Africa|+27 781361008|wbskydiving@dropzone.com|http://www.wbskydiving.co.za
711|Skydive Umatilla|Umatilla Municipal|X23|28.923|0.483633778291924|0.8752704544854|-81.652|-0.98940450627132|0.145185133433162|480 Skyline Dr.,  Umatilla, Florida,  32784, United States|866-869-5660|CaptFrank2001@att.net|http://www.SkydiveUmatilla.com
712|Aeroklub Zagreb|Lucko|LDZL|45.0|0.707106781186547|0.707106781186548|15.0|0.258819045102521|0.965925826289068|Jurisiceva 5,  Zagreb,  HR-10000, Croatia|+385 1 6560 144|dpecnik@inet.hr|http://www.aeroklub-zagreb.hr/
713|Seventhsky Sylt|Flughafen Sylt|EDXW|||||||Flughafen /T erminal 2,  Westerland/Sylt,  25980, Germany|++49 (0)173-2160121|info@seventhsky.de|http://seventhsky.de
714|Skydive Ricks|Petersburg Airport|OH29|||||||#2 hofmeister Rd.,  petersburg, Ohio,  44454, United States|330-426-2565|rickandkay@skydivericks.com|http://skydivericks.com
715|Skydive Sardegna|Aviosuperficie del Parteolla||||||||S.S. 387 - Direction Ballao - km 22,900,  Serdiana-Cagliari-Sardinia, Italy|+393281011233|info@skydivesardegna.it|http://www.skydivesardegna.it
716|Skydive Rio|Aeroporto de Jacarepagua|SBJR|-22.987|-0.390522262507426|0.920593483838595|-43.37|-0.686706983029236|0.72693432953664|Av. Ayrton Senna , 2541,  Rio de Janeiro,  22775-000, Brazil|55-21-34104599 / 55-21-78457119|info@skydiverio.net|http://www.skydiverio.net
717|Paracaidismo Tandil|Tandil||||||||Tandil,  Tandil, Argentina|alelapuente@hotmail.com|alelapuente@hotmail.com|http://www.paracaidismotandil.com.ar
718|Megara|Megara Airport||37.981|0.61540012721762|0.788214871352055|23.36|0.396507080306554|0.918031663542588|Megara Airport, #11 28th October Street,  City of Megara,  19100, Greece|(0030) 698277518|info@aeroclubmegara.gr|http://www.aeroclubmegara.gr
719|Skydive Victoria|Corowa & Albury Airports||||||||PO Box 16,  Corowa, New South Wales,  2646, Australia|0415704748|enquiries@skydivevictoria.com.au|http://www.skydivevictoria.com.au
720|DZ-peronne|Peronne|LFAG|49.871|0.764595282686581|0.64451070875|3.042|0.0530679757984931|0.998590902194012|aerodrome de Peronne,  Peronne,  80200, France|+33682693324|chutelibre.net@gmail.com|http://www.chutelibre.net
721|Skydive Kilimanjaro|Moshi Airport||||||||Moshi Airport Tanzania,  Moshi, Tanzania|+255 2751013|info@skydivekilimanjaro.com|http://www.skydivekilimanjaro.com
722|Abalone Parachutisme|Aérodrome de Bréville sur mer||||||||La Croix Lucas,  LE TANU,  50320, France|6.83.16.72.21|c.hiliou@cykia.com|http://www.abalone-para.com
723|Aair Normandie Parachutisme|GRANVILLE||||||||10 rue des Bleus,  GRANVILLE,  50400, France|06 82 78 04 33|dregcla@wanadoo.fr|http://www.aair-parachutisme.com
724|Fallschirm Sport Club Neustadt/Weinstrasse|Lachen-Speyerdorf|EDRL|49.332|0.75849841839117|0.651674880057604|8.218|0.142939874035513|0.989731373863995|Untere Mühle 1,  Lachen-Speyerdorf,  67435, Germany|+49 6327 1558|beate@fsc-nw.de|http://www.fsc-nw.de
725|Skydive Braga|BRAGA|LPBR|||||||Aerodromo de Palmeira,  BRAGA, Portugal|00351918756924|salto.de.tandem@hotmail.com|http://www.paraquedismobraga.com
726|Jump Club Krems|Flugplatz Krems-Gneixendorf||||||||Wienerstrasse 27/5,  KREMS, Austria|fabiana@dropzone.com|fabiana@dropzone.com|http://www.fallschirmspringen-Krems.at
727|Drop Zone Mar del plata|Aeroclub Batan||38.006|0.615743992242915|0.787946277367155|57.67|0.844981931132099|0.534794854182675|Ruta 88 Km 9.5,  Mar del Plata,  7600, Argentina|+54-223-155122660|tapia@dropzonemardelplata.com.ar|http://www.dropzonemardelplata.com.ar
728|Skywalkers - Most|||||||||P.O.Box  52,  Most,  434 01, Czech Republic|+420 602325395|radek@skywalkers.cz|http://www.skywalkers.cz
729|AIR65|Aerodrome de Castelnau Magnoac||43.279|0.685551564220829|0.728024074323353|0.522|0.00911049266058647|0.999958498600558|Aerodrome BP15,  Castelnau Magnoac,  65230, France|air65@wanadoo.fr|air65@wanadoo.fr|http://www.aire65.com
730|              AeroclubCasilda|Aeroclub CASILDA|ILD|-33.066|-0.545604752598492|0.838042632532462|-61.205|-0.876348717646065|0.48167720008331|Ruta Prov. Nº 92 Km 1,5,  Casilda - Santa Fe,  2170, Argentina|+0054+9+341+6965000|info@aeroclubcasilda.com|http://www.aeroclubcasilda.com
731|Hellenic Skydivers|Polykastro - Lamia - Athens||||||||"International Airport ""Makedonia"",  Thessaloniki,  55103, Greece"|(+30)6944984312|hellenic_skydivers@hotmail.com|http://www.skydiving.gr
732|Skydive Aerobalas|Aerodromo Casas de los Pinos||||||||Ctra. Madrid - Cartagena km. 189,  Casas de los Pinos,  16612, Spain|0034-969 385 003|alex@airgasmo.com|http://www.aerobalas.com
733|Oestre Aera|Oestre Aera Airport||||||||2460 Osen,  Osen, Norway|post@fallskjerm.no|post@fallskjerm.no|http://www.fallskjerm.no/index.php?option=com_content&task=view&id=48&Itemid=203
734|Paraclub Jihlava|Hencov||||||||Hencov airport,  Jihlava,  586 21, Czech Republic|+420 603 793 999|ruda@profitandem.cz|http://www.parajihlava.cz/
735|Skydive Oulu|Oulu Airport|EFOU|||||||Papinjärventie 8,  Oulunsalo, Finland|hallitus@skydiveoulu.fi|hallitus@skydiveoulu.fi|http://skydiveoulu.fi/
736|Bird's Paradise Extreme Resort|Saimun Airfield||17.521|0.301055334817973|0.953606672259396|103.551|0.972161741314617|-0.234310795150653|Sawang Daen Din Village,  Sakorn Nakorn Province (near Udon Thani), Thailand|+66 8 3334 3000|info@thaiskydiving.com|http://www.thaiskydiving.com
737|skydive celaya|Aeropuerto de Celaya, Gto.||||||||av. 30 de no. no. 15 D-03,  Mexico,  54040, Mexico|01-(55)-53-61-57-06|info@paracaidismocelaya.com.mx|http://www.skydivecelaya.com
